지역,등록번호,학원명,학원종류,분야구분,학원주소,우편번호,등록상태,설립자,일시수용능력인원,정원합계,교습과정,교습과목,정원,모의고사비,재료비,급식비,기숙사비,차량비,피복비,기타경비합계,총교습비,총교습비(시간당),경도,위도
경산시,941,와와학습코칭학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 대학로 23, , 3층(302호) (정평동)",38653,개원,주식회사 동화세상에듀코,32,96,보습,"국,영,수,사,과(초등1)",8,0,0,0,0,0,0,0,300000,9000,128.7255058,35.83499516
경산시,1258,이룸영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 백자로10길 1, (사동)",38604,개원,김유경,79,0,보통교과,초등영어A,30,0,0,0,0,0,0,0,180000,9642,128.7540251,35.81075005
경산시,587,엘리트입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 진량읍 대학로 936-4, , 2층 (진량읍)",38489,개원,최동권,80,190,보습,"초등 영어,수학(단과)",15,0,0,0,0,0,0,0,0,0,128.7997058,35.874331
경산시,1148,와이즈영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 압량읍 압독3로 19, , 5층 (압량읍)",38536,개원,조보민,23,64,보습,초등영어1,8,0,0,0,0,0,0,0,110000,9167,128.7642094,35.84142524
경산시,1184,아첼렌음악학원,학교교과교습학원,예능(대),"경상북도 경산시 성암로9길 5, , 3층 일부 (옥산동)",38671,개원,이나영,21,260,음악,기악(중급),30,0,0,0,0,0,0,0,160000,8000,128.7215987,35.82318167
경산시,1211,책통클럽독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 백자로10길 1, , 4층 403호 (사동)",38604,개원,권현준,22,80,보습·논술,토론(중),22,0,0,0,0,0,0,0,0,0,128.7540251,35.81075005
경산시,1173,울타리실용음악학원,학교교과교습학원,예능(대),"경상북도 경산시 삼풍로 20, , 3층 (삼풍동, 파크빌딩)",38544,개원,오미주,40,400,음악,성악(보컬),50,0,0,0,0,0,0,0,150000,7500,128.7553472,35.82226165
경산시,1100,잉글리쉬배스학원,평생직업교육학원,국제화,"경상북도 경산시 청운로 20, , 3층 (대동)",38533,개원,우영윤,62,440,어학(성인),영어회화고급,30,0,0,0,0,0,0,0,310000,33214,128.7533717,35.8372628
경산시,1159,이화바로크피아노음악학원,학교교과교습학원,예능(대),"경상북도 경산시 하양읍 대경로147길 8-5, , 2층 (하양읍)",38436,개원,오진화,22,55,음악,피아노초급,10,0,0,0,0,0,0,0,140000,8400,128.8205976,35.91262044
경산시,1170,최쌤수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 59, , 8층 804호 (중산동)",38662,개원,최연희,36,68,보습,수학(초등2회),6,0,0,0,0,0,0,0,130000,9750,128.7198813,35.82905009
경산시,1191,웅진씽크빅스마트올클래스펜타힐즈학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 45, , 4층 404호 (중산동)",38662,개원,(주)웅진씽크빅,50,468,보습,(클)과학,13,0,0,0,0,0,0,0,37000,9250,128.7192797,35.82798044
경산시,1242,원탑학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 백자로 59, ,3층 일부(사동)",38600,개원,김기홍,140,252,보습,초등역사,18,0,0,0,0,0,0,0,0,0,128.7541128,35.81149775
경산시,1138,잉글리시아이스마트학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 진량읍 봉황길 22, , 2층 (진량읍)",38450,개원,홍정희,24,102,보습,고등영어,10,0,0,0,0,0,0,0,230000,11500,128.820304,35.8843417
경산시,1253,엘앤케이(L&K)프라임학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 대학로 70, (정평동) 103동 201호",38655,개원,이두희,86,0,보습,초등영어(단과),12,0,0,0,0,0,0,0,0,0,128.7303006,35.83378672
경산시,1009,클랑음악학원,학교교과교습학원,예능(대),"경상북도 경산시 펜타힐즈2로 57, , 6층(608호) (중산동)",38662,개원,김다정,23,110,음악,피아노(중급),30,0,0,0,0,0,0,0,140000,7000,128.7197767,35.82874625
경산시,1202,영어종결센터하양학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 서사도리4로 2, , 5층 일부 (하양읍)",38699,개원,김성용,17,224,보습,고등수학,32,0,0,0,0,0,0,0,260000,10833,128.8087609,35.9187291
경산시,622,정평점두잇독서실,학교교과교습학원,독서실,"경상북도 경산시 대학로10길 24, , 4층 (정평동)",38657,개원,강승원,100,209,독서실(유아/초·중·고),오픈석(일반),41,0,0,0,0,0,0,0,130000,181,128.7277028,35.83205158
경산시,1071,키즈빌어학원,학교교과교습학원,국제화,"경상북도 경산시 경산로 101-15, , 1-2층 (옥곡동)",38684,개원,하지희,60,70,실용외국어(유아/초·중·고),초등영어(E),10,5000,0,0,0,35000,0,40000,300000,14062,128.7297501,35.81784967
경산시,1259,유알(UR)기술학원,평생직업교육학원,직업기술,"경상북도 경산시 압량읍 화랑로 296, 4층 5층",38536,개원,주식회사 유알커넥션,20,0,금속,TIG용접실무자양성과정,16,0,0,0,0,0,0,0,1522000,7247,128.762758,35.8406314
경산시,987,제3교실수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로7길 4-12, , 3층 (옥곡동)",38687,개원,김택권,22,116,보습,초등수학Ⅰ,9,0,0,0,0,0,0,0,130000,9286,128.731579,35.81345505
경산시,1025,은하수건설중장비교육학원,평생직업교육학원,직업기술,"경상북도 경산시 하양읍 대학로305길 38, , 4층 (하양읍, 정훈어린이집)",38436,개원,주식회사 은하수에듀,27,120,기계,3톤미만 지게차-,24,0,0,0,0,0,0,0,0,0,128.8176529,35.91198142
경산시,980,이루다토익어학원,평생직업교육학원,국제화,"경상북도 경산시 하양읍 하양로 69, , 3층 (하양읍, 크레용빌)",38432,개원,김혜욱,50,240,어학(성인),영어1,60,0,0,0,0,0,0,0,99000,9900,128.8160962,35.91152529
경산시,1236,파머스영어딱풀리는수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈로 74, , 6층 607호(중산동)",38662,개원,오경미,104,390,보습,초등수학 C,30,0,0,0,0,0,0,0,0,0,128.7198953,35.83007318
경산시,1062,예술채움미술학원,학교교과교습학원,예능(대),"경상북도 경산시 펜타힐즈2로 37, , 308호 (중산동)",38662,개원,박난주,25,80,미술,미술1,16,0,0,0,0,0,0,0,150000,6923,128.7187041,35.82746567
경산시,1027,와이비엠(YBM)퍼팩트영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 45, , 6층 (중산동)",38662,개원,김명희,42,140,보습,중등영어1,30,0,0,0,0,0,0,0,240000,10909,128.7192797,35.82798044
경산시,1232,제이원발레학원,학교교과교습학원,예능(대),"경상북도 경산시 대학로12길 14, , 2층 일부(정평동)",38657,개원,정다원,31,300,무용,성인개인B,20,0,0,0,0,0,0,0,0,0,128.7289063,35.83275098
경산시,1169,책나무삼성현독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경청로221길 9, , 4층 (백천동, 대성빌딩)",38651,개원,김다정,28,160,보습·논술,초등독서논술1,20,0,0,0,0,0,0,0,135000,9643,128.7380458,35.80429658
경산시,1013,퍼플래닛미술학원,학교교과교습학원,예능(대),"경상북도 경산시 펜타힐즈2로 41, , 6층 (중산동)",38662,개원,성주영,40,250,미술,미술(중급),50,0,0,0,0,0,0,0,120000,7200,128.7190241,35.82773458
경산시,1061,인서울영어국어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로 48, , 2층 (옥곡동, 경산 옥곡동 한일유앤아이아파트 상가동)",38686,개원,서준혁,51,510,보습,고등국어B,60,0,0,0,0,0,0,0,0,0,128.7325391,35.81373324
경산시,1022,플랜영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 성동로 14, , 4층 (정평동)",38653,개원,안효인,59,60,보습,중등Ⅰ(영/수단과),10,0,0,0,0,0,0,0,183000,11438,128.7256011,35.83593847
경산시,1017,이음컴퓨터디자인학원,평생직업교육학원,직업기술,"경상북도 경산시 대학로 309, , 5층 (조영동)",38528,개원,강효진,42,1064,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",래빗(Revit)활용,14,0,0,0,0,0,0,0,350000,14583,128.7550393,35.83820325
경산시,1239,와이에스배움터학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 원효로28길 32, , 2층 일부(계양동)",38590,개원,조윤주,141,100,보습,"초등1~2학년 국,수",20,0,0,0,0,0,0,0,0,0,128.7503596,35.81945713
경산시,1243,이아이이(EIE)어학원,학교교과교습학원,국제화,"경상북도 경산시 하양읍 서사도리4로 4, 5층",38699,개원,김지수,0,0,실용외국어(유아/초·중·고),중등2(내국인강사전담회화),10,0,0,0,0,0,0,0,0,0,128.8087094,35.91891016
경산시,1226,웅진씽크빅스마트올클래스하양학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 서사도리4로 1, , 4층 402호 (하양읍)",38409,개원,(주)웅진씽크빅,22,380,보습,중등국어,10,0,0,0,0,0,0,0,37000,9250,128.8083295,35.91865343
경산시,997,책나무중산학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 41, , 6층 (중산동)",38662,개원,박현주,44,80,보습·논술,논술1,40,0,0,0,0,0,0,0,140000,8750,128.7190241,35.82773458
경산시,784,큐맥스수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 성암로21길 37-14, , 2층 (옥산동)",38660,개원,이영욱,40,24,보습,초등(수학),12,0,0,0,0,0,0,0,150000,8333,128.7258303,35.8287918
경산시,1167,정희수영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 백자로 72, , 2층 203호 (사동)",38604,개원,유성훈,32,115,보습,초등영어,25,0,0,0,0,0,0,0,190000,9500,128.7553677,35.812074
경산시,1227,책나무하주무학독서논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 서사도리4로 2, 5층 일부",38699,개원,최혜정,30,124,보습·논술,초등독서논술A,22,0,0,0,0,0,0,0,0,0,128.8087609,35.9187291
경산시,1246,한국산업인재육성학원,평생직업교육학원,직업기술,"경상북도 경산시 조영길 18-18, (조영동)",38541,개원,사단법인 한국산업인재육성협회,35,175,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",컴퓨터 프로그래밍 및 시스템 통합 관리,35,0,0,0,0,0,0,0,0,0,128.7576898,35.83730663
경산시,1214,피아노숲음악학원,학교교과교습학원,예능(대),"경상북도 경산시 하양읍 서사도리7로 15, , 2층 201호 (하양읍)",38699,개원,김현진,15,80,음악,피아노(초급)C,25,0,0,0,0,0,0,0,175000,10500,128.813148,35.91894022
경산시,829,웅진씽크빅학습센터옥곡학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로13길 29-2, , 2층 3층 (옥곡동)",38687,개원,(주)웅진씽크빅,74,340,보습,스마트올중학영어(연동),10,0,0,0,0,0,0,0,90000,11250,128.7311162,35.81328817
경산시,1164,정석컴퓨터학원,평생직업교육학원,직업기술,"경상북도 경산시 대학로 325, , 4층 (조영동)",38527,개원,신동욱,20,40,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",OA(사무),10,0,0,0,0,0,0,0,200000,12500,128.756569,35.83924358
경산시,1030,이덕희음악학원,학교교과교습학원,예능(대),"경상북도 경산시 펜타힐즈2로 45, , 6층 (중산동)",38662,개원,이덕희,17,180,음악,피아노(초)+성악특강B,12,0,0,0,0,0,0,0,0,0,128.7192797,35.82798044
경산시,975,정의영헤어실무학원,평생직업교육학원,직업기술,"경상북도 경산시 압량면 대학로 365, , 5층(501호) (압량면)",38511,개원,정의영,26,115,이·미용,헤어종합반,20,0,0,0,0,0,0,0,3000000,10000,128.7601885,35.84138578
경산시,1095,탑클래스최강학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 대학로16길 24, , 2층 (정평동)",38655,개원,박은혜,49,255,보습,초등전과목(3-6학년),60,0,0,0,0,0,0,0,170000,7286,128.7305062,35.83184148
경산시,783,큰샘피아노학원,학교교과교습학원,예능(대),"경상북도 경산시 진량읍 선화로20길 23, , 4층 (진량읍)",38492,개원,김말숙,15,45,음악,피아노초급,15,0,0,0,0,0,0,0,130000,7800,128.7950145,35.86517619
경산시,1125,클라우드영어어학원,학교교과교습학원,국제화,"경상북도 경산시 펜타힐즈2로 41, , 2층(206호) (중산동)",38662,개원,구민선,29,72,실용외국어(유아/초·중·고),초등영어2(내국인회화),8,0,0,0,0,0,0,0,145000,10875,128.7190241,35.82773458
경산시,1108,책나무압량독서학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 압량읍 압독3로 31, , 5층 (압량읍)",38536,개원,정유나,40,120,보습·논술,독서논술1,30,0,0,0,0,0,0,0,110000,10312,128.7648551,35.84242364
경산시,1174,한성고시독서실,평생직업교육학원,독서실,"경상북도 경산시 계양로37길 7-5, , 1층 (계양동)",38616,개원,김덕순,11,22,독서실(일반인),일반실,11,0,0,0,0,0,0,0,23000,958,128.7482172,35.83166761
경산시,1096,이든학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 서사도리7로 15, , 3층 301호,302호 (하양읍)",38699,개원,서은정,70,216,보습,중고등수학심화,18,0,0,0,0,0,0,0,80000,7500,128.813148,35.91894022
,17,다빈치미술학원,학교교과교습학원,예능(대),"경상북도 군위군 군위읍 동서1길 13-7, (군위읍)",716804,개원,이윤정,25,30,보습,일본어,0,0,0,0,0,0,0,0,40000,0,128.6367204,36.36201476
경산시,961,조쌤수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 하양로 159, , 2층 (하양읍)",38417,개원,조도현,10,80,보습,수학(중),20,0,0,0,0,0,0,0,250000,10417,128.8232385,35.91720489
경산시,866,이지수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 대학로16길 22-5, , 2층 (정평동)",38655,개원,전은희,18,18,보습,고등수학,6,0,0,0,0,0,0,0,280000,11667,128.7300567,35.83184161
경산시,803,즐거운음악학원,학교교과교습학원,예능(대),"경상북도 경산시 백양로 181-1, , 2층 (사동)",38597,개원,김민경,20,60,음악,피아노(중급),20,0,0,0,0,0,0,0,140000,7636,128.7609603,35.81070456
경산시,1201,펜타힐즈뮤엠영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 59, , 5층 504호 (중산동)",38662,개원,정민주,26,60,보습,초등영어(파닉스),12,0,0,0,0,0,0,0,180000,9000,128.7198813,35.82905009
경산시,962,테시아1100어학원,학교교과교습학원,국제화,"경상북도 경산시 중앙로 62, , 4층 (중방동)",38628,개원,최지욱,36,80,실용외국어(유아/초·중·고),영어1(내국인전담),40,0,0,0,0,0,0,0,302000,12715,128.7338525,35.82212747
경산시,791,파머스어학원,학교교과교습학원,국제화,"경상북도 경산시 경산로 45, , 3층 (옥곡동)",38687,개원,박은정,56,338,실용외국어(유아/초·중·고),실용외국어중등영어,20,0,0,0,0,0,0,0,250000,11719,128.7323259,35.81329915
경산시,1208,크레딧영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 59, , 2층 203호- 204호 (중산동)",38662,개원,김형민,56,88,보습,초등영어A,8,0,0,0,0,0,0,0,230000,9857,128.7198813,35.82905009
경산시,973,이투스수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 백자로 78, , 5층 (사동)",38604,개원,정운일,45,60,보습,초등수학,10,0,0,0,0,0,0,0,170000,9444,128.7557676,35.81249782
의성군,1996-07-01 0:00,서울학원,학교교과교습학원,입시.검정 및 보습,"경상북도 의성군 의성읍 군청길 16, (의성읍)",37338,개원,윤희정,80,60,보습,영어(초등),10,0,20000,0,0,0,0,20000,140000,9333,128.6955139,36.35277321
,129,스마트해법영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 군위군 군위읍 중앙길 118-1, , 2층 (군위읍)",39014,개원,강선희,42,126,보습,중등영어,42,0,0,0,0,0,0,0,210000,7412,128.6367204,36.36201476
경산시,986,초콜릿영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 대학로16길 20, , 2층 (정평동)",38655,개원,김정수,40,160,보습,초등영어,20,0,0,0,0,0,0,0,220000,9851,128.7305078,35.83204576
경산시,1234,켠국어논술학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 45, , 6층 602호(중산동)",38662,개원,김익현,84,88,보습,초등국어A,8,0,0,0,0,0,0,0,0,0,128.7192797,35.82798044
경산시,1090,정철학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 대학로305길 22, , 4층 (하양읍)",38436,개원,이준희,28,128,보습,초등영어,40,0,0,0,0,0,0,0,190000,9500,128.8188128,35.91289988
경산시,1141,포인트과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 41, , 5층(501호) (중산동)",38662,개원,이선우,20,129,보습,초등과학,32,0,0,0,0,0,0,0,150000,9375,128.7190241,35.82773458
경산시,1112,하양간호학원,평생직업교육학원,직업기술,"경상북도 경산시 하양읍 대학로305길 12, , 2층 (하양읍, 경림빌딩)",38436,개원,한점달,68,64,간호조무사,간호조무사,64,0,0,0,0,0,0,0,250000,1786,128.8196563,35.91361107
경산시,1162,프렌영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 25, , 2층 207호 (중산동)",38668,개원,최은희,24,276,보습,초등영어(Grammar),36,0,0,0,0,0,0,0,100000,9375,128.7174919,35.82704241
경산시,1114,택쌤수학문쌤영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로7길 6, , 4층 (옥곡동, 대현빌딩)",38687,개원,이택림,32,168,보습,고등영어,8,0,0,0,0,0,0,0,270000,11571,128.7322459,35.8128532
경산시,1101,정평아이콘스토리독서실,평생직업교육학원,독서실,"경상북도 경산시 대학로8길 53, , 5층 (정평동)",38656,개원,김윤정,38,76,독서실(일반인),준특실,15,0,0,0,0,0,0,0,11000,458,128.7286283,35.82998181
청송군,69,달란트음악학원,학교교과교습학원,예능(대),"경상북도 청송군 진보면 진보로 153, (진보면)",37405,개원,이은혜,20,140,음악,피아노초급,25,0,0,0,0,0,0,0,130000,6500,129.048358,36.52876435
경산시,1042,키움수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 37, , 6층 (중산동)",38662,개원,유영진,52,90,보습,초등수학(1학년-주3일반),20,0,0,0,0,0,0,0,130000,9286,128.7187041,35.82746567
의성군,2025-02-13 0:00,에벤에셀음악학원,학교교과교습학원,예능(대),"경상북도 의성군 봉양면 도리원3길 16, (봉양면)",37362,개원,이민정,60,38,음악,피아노(초급),8,0,0,0,0,0,0,0,120000,6000,128.5783063,36.29971135
경산시,1255,키즈아트미술학원,학교교과교습학원,예능(대),"경상북도 경산시 대학로9길 27-4, (정평동) 3층",38653,개원,박윤미,20,0,,,0,0,0,0,0,0,0,0,0,0,128.727003,35.83660643
경산시,984,진량아이콘스토리독서실,학교교과교습학원,독서실,"경상북도 경산시 진량읍 공단로 471, , 2층 (진량읍)",38487,개원,김옥녀,84,336,독서실(유아/초·중·고),"독서실(초,중,고)",84,0,0,0,0,0,0,0,5000,208,128.8186457,35.87353056
경산시,1219,하이브레인과학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 대학로305길 26, , 3층 (하양읍)",38436,개원,김하나,24,120,보습,초등과학A,15,0,0,0,0,0,0,0,120000,9000,128.8186237,35.9127909
경산시,967,하이탑영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로7길 4-16, , 2층 (옥곡동)",38687,개원,최윤정,32,30,보습,초등영어,6,0,0,0,0,0,0,0,230000,9583,128.731263,35.81335556
경산시,1182,펜타힐즈연세학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 57, , 5층 508호 (중산동)",38662,개원,서혜옥,30,110,보습,고등사회(사문/윤사/생윤),10,0,0,0,0,0,0,0,250000,10714,128.7197767,35.82874625
경산시,1008,헤라음악학원,학교교과교습학원,예능(대),"경상북도 경산시 압량면 압독4로 12, , 상가 206호, 207호 (압량면, 경산 푸르지오)",38538,개원,박희영,13,120,음악,피아노초급1,30,0,0,0,0,0,0,0,130000,7091,128.7683942,35.83996538
경산시,1006,책나무독서코칭옥곡학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로7길 14, , 3층 (옥곡동)",38687,개원,김수영,53,120,보습·논술,논술2,30,0,0,0,0,0,0,0,158000,9294,128.7315043,35.81261477
영양군,26,윤선생IGSE아카데미영양학원,학교교과교습학원,입시.검정 및 보습,"경상북도 영양군 영양읍 동서대로 27-3, (영양읍,신청구상가아파트)",764806,개원,김정훈,20,365,보습,영어(초)-기초,60,0,0,0,0,0,0,0,180000,6750,129.1119359,36.66323168
청송군,61,방트학원,학교교과교습학원,입시.검정 및 보습,"경상북도 청송군 청송읍 중앙로 245, (청송읍)",37428,개원,정은정,50,21,보습,수학(중),8,0,0,0,0,0,0,0,180000,9000,129.0559004,36.43383405
경산시,1205,파머스영어수학학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 서사도리4로 2, , 6층 일부 (하양읍)",38699,개원,이지인,62,130,보습,초등영어,10,0,0,0,0,0,0,0,220000,8250,128.8087609,35.9187291
경산시,813,헤윰학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경산로 22, , 3층 (옥곡동, 두리마을부영사랑으로 상가동)",38693,개원,서유미,45,18,보습,"초등종합(국,영,수,사,과)",6,0,0,0,0,0,0,0,210000,4846,128.7351307,35.81183717
경산시,617,펀아트미술학원,학교교과교습학원,예능(대),"경상북도 경산시 하양읍 대학로305길 17, , 1층 (하양읍)",38436,개원,조영애,20,30,미술,미술(초),10,0,0,0,0,0,0,0,110000,5500,128.8194709,35.91313203
경산시,1188,코너스톤어학원,학교교과교습학원,국제화,"경상북도 경산시 하양읍 대학로298길 18, , 2층 (하양읍)",38438,개원,강경아,44,230,실용외국어(유아/초·중·고),정규반A(내국인전담),10,0,0,0,0,0,0,0,280000,12280,128.8251323,35.91181796
경산시,638,화가의마을미술학원,학교교과교습학원,예능(대),"경상북도 경산시 성암로12길 36-9, , 1층 (옥산동)",38680,개원,김화영,15,60,미술,"미술(초,중,고)1",15,0,10000,0,0,0,0,10000,140000,8400,128.7239862,35.82024222
경산시,79,하양미용학원,평생직업교육학원,직업기술,"경상북도 경산시 하양읍 하양로 27, , 2층 (하양읍)",38430,개원,김정혜,40,125,이·미용,헤어자격증반,30,0,300000,0,0,0,0,300000,1750000,5469,128.8128192,35.90863975
영덕군,88,예주문화음악학원,학교교과교습학원,예능(대),"경상북도 영덕군 영해면 예주5길 21-9, (영해면)",766814,개원,박정수,58,65,음악,피아노(초급),10,0,0,0,0,0,0,0,120000,6000,129.4109551,36.53988107
영덕군,114,노틀담입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 영덕군 영덕읍 덕곡길 105, , 3층 (영덕읍)",36434,개원,박희숙,9,80,보습,"국,수,사,과(중등심화단과)",10,0,0,0,0,0,0,0,200000,7500,129.3678532,36.41203887
경산시,1146,코딩하루학원,학교교과교습학원,정보,"경상북도 경산시 압량읍 압독2로2길 36, , 4층(명진빌딩) (압량읍)",38536,개원,함효선,20,146,정보교과,코딩기초,16,0,0,0,0,0,0,0,85000,9107,128.7641163,35.84166586
,50,한맥학원,학교교과교습학원,입시.검정 및 보습,"경상북도 군위군 군위읍 중앙길 139, (군위읍)",39015,개원,최승일,32,52,보습,수학(중),8,0,0,0,0,0,0,0,250000,7772,128.6367204,36.36201476
경산시,1221,플로우입시학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 대학로12길 23, , 4층 일부 (정평동)",38655,개원,장진희,53,280,보습,초등수학B,35,0,0,0,0,0,0,0,230000,9583,128.7294484,35.83177004
경산시,1015,필아트중산미술학원,학교교과교습학원,예능(대),"경상북도 경산시 펜타힐즈2로 65, , 3층 (중산동)",38662,개원,김지영,11,75,미술,미술 초급,20,0,49200,0,0,0,0,49200,0,0,128.7199497,35.82951908
의성군,2025-01-10 0:00,눈높이러닝센터의성학원,학교교과교습학원,입시.검정 및 보습,"경상북도 의성군 의성읍 후죽1길 11, (의성읍)",37337,개원,주식회사 대교,40,330,보습,비내신완공사회(중등),10,0,0,0,0,0,0,0,50000,8721,128.6957183,36.35398648
경산시,1171,킹스뮤직음악학원,학교교과교습학원,예능(대),"경상북도 경산시 경청로219길 4-7, , 2층 일부 (백천동, 옥정빌딩)",38651,개원,강신영,30,149,음악,피아노중급,30,0,0,0,0,0,0,0,140000,7000,128.7379875,35.80410696
경산시,1118,헤리엇잉글리쉬영어학원,학교교과교습학원,국제화,"경상북도 경산시 펜타힐즈2로 57, , 6층(607호) (중산동)",38668,개원,서혜경,21,150,실용외국어(유아/초·중·고),영어VEN.(내국인),30,0,0,0,0,0,0,0,160000,10909,128.7197767,35.82874625
의성군,2025-01-03 0:00,드림미술학원,학교교과교습학원,예능(대),"경상북도 의성군 의성읍 중앙길 79 2층, (의성읍)",37338,개원,권신영,24,100,미술,미술(유치),15,0,10000,0,0,0,0,10000,140000,7000,128.6964178,36.35139474
청도군,02월 01일,계명학원,학교교과교습학원,입시.검정 및 보습,"경상북도 청도군 청도읍 고수서4길 3-6, (청도읍)",38343,개원,신승혜,50,200,보습,중학교 영어,50,0,0,0,0,0,0,0,150000,6429,128.7427807,35.64327531
경산시,1244,탑클라쓰영어학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 펜타힐즈2로 57, (중산동) 602호",38662,개원,김현정,79,0,보습,초등영어A,8,0,0,0,0,0,0,0,0,0,128.7197767,35.82874625
영덕군,116,클로이영어학원,학교교과교습학원,국제화,"경상북도 영덕군 영덕읍 중앙길 96, , 2층 (영덕읍)",36432,개원,서지혜,27,48,실용외국어(유아/초·중·고),영어(초급),16,0,0,0,0,0,0,0,160000,9524,129.3696017,36.41104911
의성군,2025-02-12 0:00,튼튼영어마스터클럽보습학원,학교교과교습학원,입시.검정 및 보습,"경상북도 의성군 의성읍 중앙길 81, , 2층 (의성읍)",37338,개원,오향진,40,75,보습,수학(중),10,0,0,0,0,0,0,0,200000,6667,128.6962659,36.35161052
경산시,1196,한수위수학백천학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 경청로221길 11, , 2층 201호 (백천동, 동화리버빌 상가동)",38651,개원,김효진,42,90,보습,중등수학,20,0,0,0,0,0,0,0,110000,11000,128.7376855,35.80447953
경산시,-64,한맥학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 하양읍 서사도리7로 15, , 3층 303호 (하양읍)",38699,개원,김동욱,43,96,보습,"중등종합(국,영,수,과)",8,0,0,0,0,0,0,0,320000,8000,128.813148,35.91894022
경산시,1033,페이지원영수학원,학교교과교습학원,입시.검정 및 보습,"경상북도 경산시 백자로 72, , 5층 (사동)",38604,개원,전은남,60,84,보습,초등수학1,6,0,0,0,0,0,0,0,150000,9375,128.7553677,35.812074
의성군,제2022-2호,하이클래스학원,학교교과교습학원,입시.검정 및 보습,"경상북도 의성군 의성읍 군청길 43-1, , 2층 (의성읍)",37337,개원,이미경,20,40,보습,초등(종합),10,0,0,0,0,0,0,0,180000,7714,128.6983874,36.35210466
의성군,제2019-1호,김나영음악학원,학교교과교습학원,예능(대),"경상북도 의성군 의성읍 동서2길 29, (의성읍)",37338,개원,김나영,10,30,음악,초급,12,0,0,0,0,0,0,0,130000,6500,128.6971381,36.35069641
